Module,Test,Test status,Error/Failure Type,Error/Failure Message
s3tests.functional.test_headers,test_object_create_bad_md5_invalid_short,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_md5_bad,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_md5_empty,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_md5_unreadable,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_md5_none,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_expect_mismatch,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_expect_empty,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_expect_none,ERROR, boto.exception.S3ResponseError, S3ResponseError: 404 Not Found
s3tests.functional.test_headers,test_object_create_bad_expect_unreadable,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_contentlength_empty,FAILED, exceptions.AssertionError, u'BadRequest' != None
s3tests.functional.test_headers,test_object_create_bad_contentlength_negative,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_contentlength_none,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_contentlength_unreadable,FAILED, exceptions.AssertionError, u'BadRequest' != None
s3tests.functional.test_headers,test_object_create_bad_contentlength_mismatch_above,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_contenttype_invalid,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_contenttype_empty,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_contenttype_none,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_contenttype_unreadable,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_authorization_unreadable,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_authorization_empty,PASSED, 
s3tests.functional.test_headers,test_object_create_date_and_amz_date,PASSED, 
s3tests.functional.test_headers,test_object_create_amz_date_and_no_date,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_authorization_none,FAILED, exceptions.AssertionError, 404 != 403
s3tests.functional.test_headers,test_bucket_create_contentlength_none,PASSED, 
s3tests.functional.test_headers,test_object_acl_create_contentlength_none,PASSED, 
s3tests.functional.test_headers,test_bucket_put_bad_canned_acl,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_expect_mismatch,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_expect_empty,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_expect_unreadable,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_contentlength_empty,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_contentlength_negative,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_contentlength_none,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_contentlength_unreadable,FAILED, exceptions.AssertionError, u'BadRequest' != None
s3tests.functional.test_headers,test_bucket_create_bad_authorization_unreadable,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_authorization_empty,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_authorization_none,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_md5_invalid_garbage_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_contentlength_mismatch_below_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_authorization_incorrect_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_authorization_invalid_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_ua_empty_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_ua_unreadable_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_ua_none_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_date_invalid_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_date_empty_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_date_unreadable_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_date_none_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_date_before_today_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_date_after_today_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_date_before_epoch_aws2,PASSED, 
s3tests.functional.test_headers,test_object_create_bad_date_after_end_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_authorization_invalid_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_ua_empty_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_ua_unreadable_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_ua_none_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_date_invalid_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_date_empty_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_date_unreadable_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_date_none_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_date_before_today_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_date_after_today_aws2,PASSED, 
s3tests.functional.test_headers,test_bucket_create_bad_date_before_epoch_aws2,PASSED, 
s3tests.functional.test_s3,test_bucket_list_empty,PASSED, 
s3tests.functional.test_s3,test_bucket_list_distinct,PASSED, 
s3tests.functional.test_s3,test_bucket_list_many,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_basic,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_prefix,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_prefix_ends_with_delimiter,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_alt,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_prefix_underscore,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_percentage,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_whitespace,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_dot,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_unreadable,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_empty,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_none,PASSED, 
s3tests.functional.test_s3,test_bucket_list_delimiter_not_exist,ERROR, boto.exception.S3ResponseError, S3ResponseError: 404 Not Found
s3tests.functional.test_s3,test_bucket_list_prefix_basic,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_alt,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_empty,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_none,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_not_exist,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_unreadable,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_delimiter_basic,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_delimiter_alt,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_delimiter_prefix_not_exist,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_delimiter_delimiter_not_exist,PASSED, 
s3tests.functional.test_s3,test_bucket_list_prefix_delimiter_prefix_delimiter_not_exist,PASSED, 
s3tests.functional.test_s3,test_bucket_list_maxkeys_one,PASSED, 
s3tests.functional.test_s3,test_bucket_list_maxkeys_zero,PASSED, 
s3tests.functional.test_s3,test_bucket_list_maxkeys_none,PASSED, 
s3tests.functional.test_s3,test_bucket_list_maxkeys_invalid,PASSED, 
s3tests.functional.test_s3,test_bucket_list_maxkeys_unreadable,PASSED, 
s3tests.functional.test_s3,test_bucket_list_marker_none,PASSED, 
s3tests.functional.test_s3,test_bucket_list_marker_empty,PASSED, 
s3tests.functional.test_s3,test_bucket_list_marker_unreadable,PASSED, 
s3tests.functional.test_s3,test_bucket_list_marker_not_in_list,PASSED, 
s3tests.functional.test_s3,test_bucket_list_marker_after_list,PASSED, 
s3tests.functional.test_s3,test_bucket_list_marker_before_list,PASSED, 
s3tests.functional.test_s3,test_bucket_list_return_data,PASSED, 
s3tests.functional.test_s3,test_bucket_list_return_data_versioning,PASSED, 
s3tests.functional.test_s3,test_bucket_list_marker_versioning,PASSED, 
s3tests.functional.test_s3,test_bucket_list_object_time,PASSED, 
s3tests.functional.test_s3,test_bucket_list_objects_anonymous,PASSED, 
s3tests.functional.test_s3,test_bucket_list_objects_anonymous_fail,PASSED, 
s3tests.functional.test_s3,test_bucket_notexist,PASSED, 
s3tests.functional.test_s3,test_bucket_delete_notexist,PASSED, 
s3tests.functional.test_s3,test_bucket_delete_nonempty,PASSED, 
s3tests.functional.test_s3,test_bucket_concurrent_set_canned_acl,FAILED, exceptions.AssertionError, False != True
s3tests.functional.test_s3,test_object_write_to_nonexist_bucket,PASSED, 
s3tests.functional.test_s3,test_bucket_create_delete,PASSED, 
s3tests.functional.test_s3,test_object_read_notexist,PASSED, 
s3tests.functional.test_s3,test_object_requestid_on_error,PASSED, 
s3tests.functional.test_s3,test_object_requestid_matchs_header_on_error,PASSED, 
s3tests.functional.test_s3,test_object_create_unreadable,PASSED, 
s3tests.functional.test_s3,test_multi_object_delete,PASSED, 
s3tests.functional.test_s3,test_object_head_zero_bytes,PASSED, 
s3tests.functional.test_s3,test_object_write_check_etag,PASSED, 
s3tests.functional.test_s3,test_object_write_cache_control,PASSED, 
s3tests.functional.test_s3,test_object_write_expires,PASSED, 
s3tests.functional.test_s3,test_object_write_read_update_read_delete,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_none_to_good,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_none_to_empty,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_overwrite_to_good,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_overwrite_to_empty,PASSED, 
s3tests.functional.test_s3,test_object_set_get_unicode_metadata,PASSED, 
s3tests.functional.test_s3,test_object_set_get_non_utf8_metadata,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_empty_to_unreadable_prefix,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_empty_to_unreadable_suffix,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_empty_to_unreadable_infix,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_overwrite_to_unreadable_prefix,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_overwrite_to_unreadable_suffix,PASSED, 
s3tests.functional.test_s3,test_object_set_get_metadata_overwrite_to_unreadable_infix,PASSED, 
s3tests.functional.test_s3,test_object_metadata_replaced_on_put,PASSED, 
s3tests.functional.test_s3,test_object_write_file,PASSED, 
s3tests.functional.test_s3,test_post_object_anonymous_request,PASSED, 
s3tests.functional.test_s3,test_post_object_authenticated_request,PASSED, 
s3tests.functional.test_s3,test_post_object_authenticated_no_content_type,PASSED, 
s3tests.functional.test_s3,test_post_object_authenticated_request_bad_access_key,PASSED, 
s3tests.functional.test_s3,test_post_object_set_success_code,PASSED, 
s3tests.functional.test_s3,test_post_object_set_invalid_success_code,PASSED, 
s3tests.functional.test_s3,test_post_object_upload_larger_than_chunk,PASSED, 
s3tests.functional.test_s3,test_post_object_set_key_from_filename,ERROR, boto.exception.S3ResponseError, S3ResponseError: 404 Not Found
s3tests.functional.test_s3,test_post_object_ignored_header,PASSED, 
s3tests.functional.test_s3,test_post_object_case_insensitive_condition_fields,PASSED, 
s3tests.functional.test_s3,test_post_object_escaped_field_values,PASSED, 
s3tests.functional.test_s3,test_post_object_success_redirect_action,PASSED, 
s3tests.functional.test_s3,test_post_object_invalid_signature,PASSED, 
s3tests.functional.test_s3,test_post_object_invalid_access_key,PASSED, 
s3tests.functional.test_s3,test_post_object_invalid_date_format,PASSED, 
s3tests.functional.test_s3,test_post_object_no_key_specified,PASSED, 
s3tests.functional.test_s3,test_post_object_missing_signature,PASSED, 
s3tests.functional.test_s3,test_post_object_missing_policy_condition,PASSED, 
s3tests.functional.test_s3,test_post_object_user_specified_header,PASSED, 
s3tests.functional.test_s3,test_post_object_request_missing_policy_specified_field,PASSED, 
s3tests.functional.test_s3,test_post_object_condition_is_case_sensitive,PASSED, 
s3tests.functional.test_s3,test_post_object_expires_is_case_sensitive,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_expired_policy,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_invalid_request_field_value,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_missing_expires_condition,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_missing_conditions_list,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_upload_size_limit_exceeded,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_missing_content_length_argument,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_invalid_content_length_argument,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_upload_size_below_minimum,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_post_object_empty_conditions,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_get_object_ifmatch_good,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_get_object_ifmatch_failed,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_get_object_ifnonematch_good,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_get_object_ifnonematch_failed,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_get_object_ifmodifiedsince_good,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_get_object_ifmodifiedsince_failed,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_get_object_ifunmodifiedsince_good,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_get_object_ifunmodifiedsince_failed,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_put_object_ifmatch_good,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_put_object_ifmatch_failed,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_put_object_ifmatch_overwrite_existed_good,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_put_object_ifmatch_nonexisted_failed,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_put_object_ifnonmatch_good,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_put_object_ifnonmatch_failed,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_put_object_ifnonmatch_nonexisted_good,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_put_object_ifnonmatch_overwrite_existed_failed,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_get,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_get_bucket_gone,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_delete_key_bucket_gone,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_get_object_gone,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_bucket_head,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_bucket_head_extended,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_get_bucket_acl,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_get_object_acl,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_authenticated,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_response_headers,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_authenticated_bucket_acl,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_authenticated_object_acl,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_authenticated_bucket_gone,ERROR, httplib.BadStatusLine, ''
s3tests.functional.test_s3,test_object_raw_authenticated_object_gone,ERROR, httplib.BadStatusLine, ''
